,Nameabv,Name_long,Date,Title,Sen_len,Dialogue,Compound,neg,neu,pos,Textblob_Polarity,Textblob_Subjectivity,difference
5784,GWB,George W. Bush,28-Jan-08,State of the Union Address,305,"And they saw our troops, along with Provincial Reconstruction Teams that include Foreign Service officers and other skilled public servants, coming in to ensure that improved security was followed by improvements in daily life.",0.8555,0.0,0.743,0.257,0.05,0.21333333333333332,0.8055
9078,RRe,Ronald Reagan,07-Oct-84,Debate with Walter Mondale (Domestic Issues),349,"I have fought for Social Security and Medicare and for things to help people who are vulnerable all my life, and I will do it as President of the United States.",0.5719,0.116,0.665,0.219,-0.23333333333333334,0.2833333333333333,0.8052333333333332
12456,GFo,Gerald Ford,10-Apr-75,Address on U.S. Foreign Policy,255,The active role of the United States must and will be continued.,0.6705,0.0,0.645,0.355,-0.13333333333333333,0.6,0.8038333333333333
8165,RRe,Ronald Reagan,26-Sep-88,Address to the United Nations,192,"I think then of her and others like her in that small town in Illinois, gentle people who possessed something that those who hold positions of power sometimes forget to prize.",0.7783,0.052,0.71,0.238,-0.024999999999999994,0.6000000000000001,0.8033
1668,DTr,Donald Trump,26-Sep-20,Announcing His Nominee for the US Supreme Court,153,"For that, she has won the admiration of women across the country and, indeed, all over the world.",0.802,0.0,0.69,0.31,0.0,0.0,0.802
8576,RRe,Ronald Reagan,25-Jan-88,State of the Union Address,224,"The Congress opens its proceedings each day, as does the Supreme Court, with an acknowledgment of the Supreme Being.",0.802,0.0,0.702,0.298,0.0,0.0,0.802
16199,JFK,John F. Kennedy,10-Jun-63,American University Commencement,152,"We must, therefore, persevere in the search for peace in the hope that constructive changes within the Communist bloc might bring within reach solutions which now seem beyond us.",0.802,0.0,0.731,0.269,0.0,0.0,0.802
16255,JFK,John F. Kennedy,10-Jun-63,American University Commencement,152,"While we proceed to safeguard our national interests, let us also safeguard human interests.",0.802,0.0,0.521,0.479,0.0,0.1,0.802
17025,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"One of them here, our distinguished Secretary of Commerce, Governor Hodges, who had a long career in business; Secretary Goldberg, who I think has earned the respect of business as well as labor; Secretary of the Treasury Dillon and his Under Secretary Mr. Robert Roosa who was the Vice President of the Federal Reserve Bank of New York; Mr. Robert McNamara, whom many of you know, the Secretary of Defense; Mr. John McCone, who is the head of the Central Intelligence Agency succeeding Mr. Dulles; and Mr. Rusk, Secretary of State--I think they're all men of experience and also, I think, they're vitally interested in the maintenance of all kinds of freedom in this country.",0.9674,0.0,0.812,0.188,0.16727272727272727,0.4209090909090909,0.8001272727272728
6273,GWB,George W. Bush,11-Jan-07,Address on Military Operations in Iraq,159,Its home base is Anbar Province.,0.0,0.0,1.0,0.0,-0.8,1.0,0.8
8338,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"In this Moscow spring, this May 1988, we may be allowed that hope: that freedom, like the fresh green sapling planted over Tolstoy's grave, will blossom forth at last in the rich fertile soil of your people and culture.",0.9169,0.051,0.646,0.303,0.11875,0.4041666666666667,0.79815
14112,RMN,Richard M. Nixon,03-Nov-69, Address to the Nation on the War in Vietnam,222,Because let us understand: North Vietnam cannot defeat or humiliate the United States.,0.7981,0.0,0.552,0.448,0.0,0.0,0.7981
4115,BKO,Barack Obama,22-Mar-16,Remarks to the People of Cuba,260,"And that short distance has been crossed by hundreds of thousands of Cuban exiles -- on planes and makeshift rafts -- who came to America in pursuit of freedom and opportunity, sometimes leaving behind everything they owned and every person that they loved.",0.8979,0.0,0.786,0.214,0.09999999999999998,0.6,0.7979
17088,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,Thus we have sought to increase the share of the contribution which other industrialized states are making to the less-developed world; and are seeking their assumption of a larger share of the cost of our joint defense requirements.,0.7351,0.0,0.801,0.199,-0.0625,0.4375,0.7976
16458,JFK,John F. Kennedy,14-Jan-63,State of the Union Address,219,"While we shall never weary in the defense of freedom, neither shall we ever abandon the pursuit of peace.",0.7972,0.104,0.502,0.395,0.0,0.0,0.7972
11139,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,"At the same time, we are negotiating with quiet confidence, without haste, with careful determination, to ease the tensions between us and to ensure greater stability and security.",0.8969,0.103,0.498,0.399,0.1,0.4895833333333333,0.7969
11923,GFo,Gerald Ford,12-Jan-77, State of the Union Address,215,"I proposed to minimize environmental uncertainties affecting coal development, expand nuclear power generation, and create an energy independence authority to provide government financial assistance for vital energy programs where private capital is not available.",0.7717,0.059,0.642,0.299,-0.025,0.29375,0.7967000000000001
8074,RRe,Ronald Reagan,26-Sep-88,Address to the United Nations,192,And now the United Nations is providing valuable assistance in helping this epidemic to recede.,0.7964,0.0,0.597,0.403,0.0,0.0,0.7964
766,JBi,Joe Biden,01-Mar-22,State of the Union Address,395,"LetÕs come together to protect our communities, restore trust, and hold law enforcement accountable.",0.7964,0.0,0.576,0.424,0.0,0.0,0.7964
17032,JFK,John F. Kennedy,06-Dec-61,Address to the National Association of Manufacturers,182,"When you do well, the United States does well, and our policies abroad do well.",0.7964,0.0,0.547,0.453,0.0,0.0,0.7964
9751,RRe,Ronald Reagan,25-Jan-84,State of the Union Address,292,"We'll soon implement a number of executive initiatives, develop proposals to ease regulatory constraints, and, with NASA's help, promote private sector investment in space.",0.7964,0.0,0.676,0.324,0.0,0.375,0.7964
16249,JFK,John F. Kennedy,10-Jun-63,American University Commencement,152,"It is the responsibility of the executive branch at all levels of governmentÑlocal, State, and NationalÑto provide and protect that freedom for all of our citizens by all means within their authority.",0.7964,0.0,0.782,0.218,0.0,0.0,0.7964
6517,BCl,Bill Clinton,27-Jan-00,State of the Union Address,318,"For hard-pressed middle income families, we should also expand the child care tax credit.",0.7964,0.0,0.576,0.424,0.0,0.0,0.7964
16907,JFK,John F. Kennedy,07-Dec-61,Address in Miami at the Opening of the AFL-CIO Convention,155,"And finally, I want to take this opportunity to express my thanks to the AFLCIO for the support that it gave in the passage of our legislative program in the long session of the Congress.",0.8462,0.0,0.747,0.253,0.05000000000000001,0.5333333333333333,0.7961999999999999
7039,BCl,Bill Clinton,25-Mar-98,Remarks to the People of Rwanda,96,"We are prepared to help, among other things, with witness relocation, so that those who still fear can speak the truth in safety.",0.6705,0.104,0.583,0.314,-0.125,0.375,0.7955
12137,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,"To help states and local governments give better health care to the poor, I propose that we combine 16 existing federal programs, including Medicaid, into a single $10 billion federal grant.",0.802,0.081,0.625,0.294,0.007142857142857138,0.32857142857142857,0.7948571428571429
2272,DTr,Donald Trump,04-Jul-20,Remarks at Salute to America,209,"With respect to remedies, we are now doing unbelievably well, and are in deep testing on vaccines, treatments, and therapeutics.",0.6697,0.0,0.766,0.234,-0.125,0.7,0.7947
6710,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,"Already, we have extended the life of the Medicare Trust Fund by 10 years, but we should extend it for at least another decade.",0.4939,0.0,0.84,0.16,-0.3,0.4,0.7939
15143,LBJ,Lyndon B. Johnson,19-Dec-67,A Conversation with President Lyndon Johnson,399,"Mr. President, there seems to be a growing impression throughout the world that the United States will settle for nothing less than military victory in Vietnam.",0.6597,0.0,0.775,0.225,-0.13333333333333333,0.08333333333333334,0.7930333333333333
3327,BKO,Barack Obama,15-May-16,Commencement Address at Rutgers University,427,"Today, you join a long line of Scarlet Knights whose energy and intellect have lifted this university to heights its founders could not have imagined.",0.743,0.0,0.742,0.258,-0.05,0.4,0.793
8218,RRe,Ronald Reagan,31-May-88,Address at Moscow State University,255,"So one day, in a town meeting, an old woman got up and said to him: ""There is a folk legend here where I come from that when a baby is born, an angel comes down from heaven and kisses it on one part of its body.",0.765,0.0,0.861,0.139,-0.02777777777777779,0.24444444444444446,0.7927777777777778
12214,GFo,Gerald Ford,19-Jan-76,State of the Union Address,274,We have taken the role of leadership in launching a serious and hopeful dialog between the industrial world and the developing world.,0.4588,0.055,0.805,0.14,-0.3333333333333333,0.6666666666666666,0.7921333333333334
11273,JCa,Jimmy Carter,09-Mar-77,Remarks at President Carter's Press Conference,277,"I think that what Israel would like to have is what we would like to have: a termination of belligerence toward Israel by her neighbors, a recognition of Israel's right to exist, the right to exist in peace, the opening up of borders with free trade, tourist travel, cultural exchange between Israel and her neighbors; in other words, a stabilization of the situation in the Middle East without a constant threat to Israel's existence by her neighbors.",0.927,0.0,0.821,0.179,0.13520408163265304,0.3828231292517007,0.791795918367347
16755,JFK,John F. Kennedy,11-Jan-62,State of the Union Address,216,We increased the previous defense budget by 15 percent--not in the expectation of war but for the preservation of peace.,0.6249,0.094,0.615,0.29,-0.16666666666666666,0.16666666666666666,0.7915666666666666
4104,BKO,Barack Obama,22-Mar-16,Remarks to the People of Cuba,260,"We will do whatever is necessary to support our friend and ally, Belgium, in bringing to justice those who are responsible.",0.891,0.0,0.594,0.406,0.1,0.775,0.791
14801,LBJ,Lyndon B. Johnson,31-Mar-68, Remarks on Decision not to Seek Re-Election,191,"Throughout this entire, long period, I have been sustained by a single principle: that what we are doing now, in Vietnam, is vital not only to the security of Southeast Asia, but it is vital to the security of every American.",0.802,0.0,0.792,0.208,0.011224489795918368,0.43418367346938774,0.7907755102040817
11133,JCa,Jimmy Carter,19-Jan-78, State of the Union Address,251,"Security is based on our national will, and security is based on the strength of our armed forces.",0.7906,0.0,0.652,0.348,0.0,0.0,0.7906
5088,GWB,George W. Bush,12-Jan-09,Final Press Conference,401,Step one is to have a vision for what peace would look like.,0.7906,0.0,0.529,0.471,0.0,0.0,0.7906
12679,GFo,Gerald Ford,08-Oct-74,"""Whip Inflation Now"" Speech",215,"The truth is that 19 out of the 25 years I had the honor and the privilege to serve in this Chamber, the Federal Government ended up with Federal deficits.",0.7906,0.0,0.765,0.235,0.0,0.0,0.7906
5429,GWB,George W. Bush,19-Mar-08,Remarks on the War on Terror,176,"On this day in 2003, the United States began Operation Iraqi Freedom.",0.7906,0.0,0.588,0.412,0.0,0.0,0.7906
6667,BCl,Bill Clinton,19-Jan-99,State of the Union Address,303,"Mr. Speaker, Mr. Vice President, members of Congress, honored guests, my fellow Americans: Tonight, I have the honor of reporting to you on the State of the Union.",0.7906,0.0,0.781,0.219,0.0,0.0,0.7906
4083,BKO,Barack Obama,12-Jan-16,2016 State of the Union Address,405,"And then, as frustration grows, there will be voices urging us to fall back into our respective tribes, to scapegoat fellow citizens who donÕt look like us, or pray like us, or vote like we do, or share the same background.",0.7906,0.108,0.616,0.276,0.0,0.075,0.7906
